id,name,profile_id,birthdate,picture_id,nfl_url_name
1,AJ Dillon,2563986,5/2/1998,jzpeevaiinmg3g0ksr17,a-j-dillon,
2,Tim Patrick, 2558985,11/23/1993,wokwngkb2toke3lf8ejq,tim-patrick
